153.759 21.5346 125.733
149.1 38.9213 125.733
149.1 38.9213 105.733
153.759 21.5346 105.733
#

153.759 21.5346 125.733
136.372 26.1933 125.733
136.372 26.1933 105.733
153.759 21.5346 105.733
#

153.759 21.5346 125.733
141.031 8.80665 125.733
141.031 8.80665 105.733
153.759 21.5346 105.733
#

153.759 21.5346 125.733
158.417 4.14793 125.733
158.417 4.14793 105.733
153.759 21.5346 105.733
#

153.759 21.5346 125.733
171.145 16.8759 125.733
171.145 16.8759 105.733
153.759 21.5346 105.733
#

153.759 21.5346 125.733
166.487 34.2625 125.733
166.487 34.2625 105.733
153.759 21.5346 105.733
#

153.759 21.5346 125.733
149.1 38.9213 125.733
149.1 38.9213 105.733
153.759 21.5346 105.733
#

