113.759 -18.4654 125.733
109.1 -1.07874 125.733
109.1 -1.07874 105.733
113.759 -18.4654 105.733
#

113.759 -18.4654 125.733
96.372 -13.8067 125.733
96.372 -13.8067 105.733
113.759 -18.4654 105.733
#

113.759 -18.4654 125.733
101.031 -31.1933 125.733
101.031 -31.1933 105.733
113.759 -18.4654 105.733
#

113.759 -18.4654 125.733
118.417 -35.8521 125.733
118.417 -35.8521 105.733
113.759 -18.4654 105.733
#

113.759 -18.4654 125.733
131.145 -23.1241 125.733
131.145 -23.1241 105.733
113.759 -18.4654 105.733
#

113.759 -18.4654 125.733
126.487 -5.73746 125.733
126.487 -5.73746 105.733
113.759 -18.4654 105.733
#

113.759 -18.4654 125.733
109.1 -1.07874 125.733
109.1 -1.07874 105.733
113.759 -18.4654 105.733
#

